filename,name,rarity,tags,description,image_url
woodland_felt_baby_badger_mushroom.png,Mushroom Baby Badger,common,badger|woodland|mushroom|baby|foraging,A baby badger who found its very first mushroom and is enormously proud.,https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_baby_badger_mushroom.png
woodland_felt_baby_bear_honey_jar.png,Honey Jar Baby Bear,common,bear|woodland|honey|baby|sweet,"A baby bear with its nose deep in a honey jar, blissfully unaware of the mess.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_baby_bear_honey_jar.png
woodland_felt_baby_bear_honey_jar_standing.png,Standing Honey Baby Bear,common,bear|woodland|honey|standing|baby|sweet,"A baby bear standing with a honey jar, face already sticky with happiness.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_baby_bear_honey_jar_standing.png
woodland_felt_baby_beaver_twig.png,Twig Baby Beaver,common,beaver|woodland|twig|baby|builder,"A baby beaver carrying a twig, already dreaming of the dam it will one day build.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_baby_beaver_twig.png
woodland_felt_baby_chipmunk_seed.png,Seed Baby Chipmunk,common,chipmunk|woodland|seed|baby|autumn,A baby chipmunk carefully inspecting its very first seed with great seriousness.,https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_baby_chipmunk_seed.png
woodland_felt_baby_chipmunk_seed_standing.png,Standing Seed Baby Chipmunk,common,chipmunk|woodland|seed|standing|baby|autumn,"A baby chipmunk standing with a seed, cheeks already planning where to store it.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_baby_chipmunk_seed_standing.png
woodland_felt_baby_fawn_daisy.png,Daisy Baby Fawn,common,deer|fawn|woodland|daisy|baby|spring,"A newborn fawn with wobbly legs, holding a daisy bigger than its nose.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_baby_fawn_daisy.png
woodland_felt_baby_fawn_daisy_standing.png,Standing Daisy Fawn,common,deer|fawn|woodland|daisy|standing|baby|spring,"A baby fawn standing with a daisy, still figuring out how all four legs work.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_baby_fawn_daisy_standing.png
woodland_felt_baby_hare_carrot.png,Carrot Baby Hare,common,hare|woodland|carrot|baby|spring,A baby hare clutching a carrot nearly as tall as itself with both little paws.,https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_baby_hare_carrot.png
woodland_felt_baby_hare_carrot_standing.png,Standing Carrot Baby Hare,common,hare|woodland|carrot|standing|baby|spring,"A baby hare standing with a carrot, ears perked and nose twitching with delight.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_baby_hare_carrot_standing.png
woodland_felt_baby_hedgehog_leaf.png,Leaf Baby Hedgehog,common,hedgehog|woodland|leaf|baby|autumn,A baby hedgehog curled up inside a fallen leaf like the coziest little nest.,https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_baby_hedgehog_leaf.png
woodland_felt_baby_hedgehog_leaf_standing.png,Standing Leaf Baby Hedgehog,common,hedgehog|woodland|leaf|standing|baby|autumn,"A baby hedgehog standing in a pile of leaves, poking its little nose out curiously.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_baby_hedgehog_leaf_standing.png
woodland_felt_baby_moose_leaf.png,Leaf Baby Moose,common,moose|woodland|leaf|baby|autumn,A wobbly baby moose carrying a single autumn leaf like a very important flag.,https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_baby_moose_leaf.png
woodland_felt_baby_moose_leaf_standing.png,Standing Leaf Baby Moose,common,moose|woodland|leaf|standing|baby|autumn,"A baby moose standing with a leaf, its long legs still getting used to the world.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_baby_moose_leaf_standing.png
woodland_felt_baby_otter_pebble.png,Pebble Baby Otter,common,otter|woodland|pebble|baby|river,A baby otter clutching its favorite smooth pebble like a precious treasure.,https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_baby_otter_pebble.png
woodland_felt_baby_otter_pebble_standing.png,Standing Pebble Baby Otter,common,otter|woodland|pebble|standing|baby|river,"A baby otter standing with its pebble, the most important pebble in the river.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_baby_otter_pebble_standing.png
woodland_felt_baby_owl_moon.png,Moon Baby Owl,common,owl|woodland|moon|baby|night,"A fluffy baby owl gazing at a tiny moon, already in love with the night sky.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_baby_owl_moon.png
woodland_felt_baby_owl_moon_standing.png,Standing Moon Baby Owl,common,owl|woodland|moon|standing|baby|night,"A baby owl standing with a moon charm, blinking slowly at the starry sky.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_baby_owl_moon_standing.png
woodland_felt_baby_raccoon_acorn.png,Acorn Baby Raccoon,common,raccoon|woodland|acorn|baby|autumn,A baby raccoon clutching an acorn with both tiny masked paws.,https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_baby_raccoon_acorn.png
woodland_felt_baby_raccoon_mask.png,Masked Baby Raccoon,common,raccoon|woodland|mask|baby|mischief,A baby raccoon already practicing its best mysterious masked expression.,https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_baby_raccoon_mask.png
woodland_felt_baby_robin_worm.png,Worm Baby Robin,common,robin|woodland|bird|worm|baby|spring,A fluffy baby robin who caught its very first worm and could not be more proud.,https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_baby_robin_worm.png
woodland_felt_baby_robin_worm_standing.png,Standing Worm Baby Robin,common,robin|woodland|bird|worm|standing|baby|spring,"A baby robin standing with a worm, the proudest little bird in the whole wood.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_baby_robin_worm_standing.png
woodland_felt_baby_squirrel_nut.png,Nutty Baby Squirrel,common,squirrel|woodland|nut|baby|autumn,A baby squirrel holding a nut almost as big as its whole fluffy body.,https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_baby_squirrel_nut.png
woodland_felt_baby_squirrel_nut_standing.png,Standing Nutty Baby Squirrel,common,squirrel|woodland|nut|standing|baby|autumn,"A baby squirrel standing with a nut, tail fluffed up with tremendous pride.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_baby_squirrel_nut_standing.png
woodland_felt_baby_wolf_stick.png,Stick Baby Wolf,common,wolf|woodland|stick|baby|playful,A baby wolf pup dragging a stick twice its size through the forest with great pride.,https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_baby_wolf_stick.png
woodland_felt_baby_wolf_stick_standing.png,Standing Stick Baby Wolf,common,wolf|woodland|stick|standing|baby|playful,"A baby wolf standing with its stick, practicing its most ferocious expression.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_baby_wolf_stick_standing.png
woodland_felt_baby_wren_berry.png,Berry Baby Wren,common,wren|woodland|bird|berry|baby,A tiny baby wren carrying a berry that took three whole tries to pick up.,https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_baby_wren_berry.png
woodland_felt_baby_wren_berry_standing.png,Standing Berry Baby Wren,common,wren|woodland|bird|berry|standing|baby,"A baby wren standing with a berry, singing a song about how good it tastes.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_baby_wren_berry_standing.png
woodland_felt_badger_walking_stick.png,Walking Stick Badger,common,badger|woodland|walking stick|adventure,A wise old badger setting off on a woodland adventure with his trusty stick.,https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_badger_walking_stick.png
woodland_felt_badger_walking_stick_standing.png,Standing Badger Explorer,common,badger|woodland|walking stick|standing|adventure,"A badger standing tall with its walking stick, ready for a grand forest expedition.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_badger_walking_stick_standing.png
woodland_felt_barn_owl_lantern.png,Lantern Owl,common,owl|barn owl|woodland|lantern|night,"A barn owl carrying a tiny lantern, lighting the way home through the trees.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_barn_owl_lantern.png
woodland_felt_barn_owl_lantern_perched.png,Perched Lantern Owl,common,owl|barn owl|woodland|lantern|perched|night,"A barn owl perched with a lantern, keeping watch over the sleeping forest.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_barn_owl_lantern_perched.png
woodland_felt_bear_cub_honeypot.png,Honeypot Bear Cub,common,bear|bear cub|woodland|honey|sweet,A round little bear cub clutching a honey pot with both sticky paws.,https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_bear_cub_honeypot.png
woodland_felt_bear_cub_honeypot_standing.png,Standing Honeypot Bear,common,bear|bear cub|woodland|honey|standing|sweet,"A bear cub standing with a honeypot, sticky-pawed and absolutely delighted.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_bear_cub_honeypot_standing.png
woodland_felt_beaver_log.png,Log Beaver,common,beaver|woodland|log|builder,A proud beaver carrying a freshly gnawed log for the day's big project.,https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_beaver_log.png
woodland_felt_beaver_log_standing.png,Standing Log Beaver,common,beaver|woodland|log|standing|builder,"A beaver standing upright with a log under one arm, always building something new.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_beaver_log_standing.png
woodland_felt_blue_tit_seed.png,Seed Blue Tit,common,blue tit|woodland|bird|seed|spring,A bright blue tit balancing a seed with the greatest of care.,https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_blue_tit_seed.png
woodland_felt_blue_tit_seed_standing.png,Standing Seed Blue Tit,common,blue tit|woodland|bird|seed|standing|spring,"A blue tit standing with a seed, its bright colors lighting up the grey morning.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_blue_tit_seed_standing.png
woodland_felt_bobcat_kitten_leaf.png,Leaf Bobcat Kitten,common,bobcat|bobcat kitten|woodland|leaf|playful,A spotted bobcat kitten pouncing on a fallen leaf with full hunting intensity.,https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_bobcat_kitten_leaf.png
woodland_felt_bobcat_kitten_leaf_standing.png,Standing Leaf Bobcat,common,bobcat|bobcat kitten|woodland|leaf|standing|playful,"A bobcat kitten standing with a leaf, spots twitching with barely contained energy.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_bobcat_kitten_leaf_standing.png
woodland_felt_bumblebee_flower.png,Flower Bumblebee,common,bumblebee|woodland|flower|pollinator|spring,"A round bumblebee clutching a flower, buzzing with the joy of a perfect spring day.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_bumblebee_flower.png
woodland_felt_canada_goose_scarf.png,Scarf Canada Goose,common,goose|canada goose|woodland|scarf|migration,"A Canada goose in a cozy scarf, pausing its migration for a well-earned rest.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_canada_goose_scarf.png
woodland_felt_canada_lynx_snowflake.png,Snowflake Canada Lynx,common,lynx|canada lynx|woodland|snowflake|winter,A fluffy Canada lynx catching a snowflake on its enormous fuzzy paw.,https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_canada_lynx_snowflake.png
woodland_felt_canada_lynx_snowflake_standing.png,Standing Snowflake Lynx,common,lynx|canada lynx|woodland|snowflake|standing|winter,"A Canada lynx standing with a snowflake, enormous paws perfect for the deep snow.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_canada_lynx_snowflake_standing.png
woodland_felt_chickadee_berry.png,Berry Chickadee,common,chickadee|woodland|bird|berry|winter,A cheerful chickadee clutching a bright red berry against the winter cold.,https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_chickadee_berry.png
woodland_felt_chickadee_berry_standing.png,Standing Berry Chickadee,common,chickadee|woodland|bird|berry|standing|winter,"A chickadee standing with a berry, singing its cheerful song into the cold air.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_chickadee_berry_standing.png
woodland_felt_chipmunk_nut.png,Nutty Chipmunk,common,chipmunk|woodland|nut|autumn,A cheerful chipmunk with cheeks full of promise and a nut to spare.,https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_chipmunk_nut.png
woodland_felt_chipmunk_nut_standing.png,Standing Nutty Chipmunk,common,chipmunk|woodland|nut|standing|autumn,"A chipmunk standing at attention, nut in hand, ready for whatever comes next.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_chipmunk_nut_standing.png
woodland_felt_dormouse_hazelnut.png,Hazelnut Dormouse,common,dormouse|woodland|hazelnut|sleepy,"A drowsy dormouse clutching a hazelnut, already dreaming of hibernation.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_dormouse_hazelnut.png
woodland_felt_elk_calf_acorn.png,Acorn Elk Calf,common,elk|elk calf|woodland|acorn|autumn,"A young elk calf discovering its very first acorn with wide, wondering eyes.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_elk_calf_acorn.png
woodland_felt_fawn_flower_crown.png,Flower Crown Fawn,common,deer|fawn|woodland|flower crown|spring,"A gentle fawn wearing a crown of wildflowers, soft as a morning meadow.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_fawn_flower_crown.png
woodland_felt_fawn_flower_crown_standing.png,Standing Flower Fawn,common,deer|fawn|woodland|flower crown|standing|spring,"A fawn standing tall and proud in its flower crown, the belle of the meadow.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_fawn_flower_crown_standing.png
woodland_felt_field_mouse_berry.png,Berry Mouse,common,mouse|field mouse|woodland|berry|foraging,A tiny field mouse who found the sweetest berry in the whole meadow.,https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_field_mouse_berry.png
woodland_felt_field_mouse_berry_standing.png,Standing Berry Mouse,common,mouse|field mouse|woodland|berry|standing|foraging,"A field mouse standing on tiptoe, berry held high like a tiny trophy.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_field_mouse_berry_standing.png
woodland_felt_fisher_cat_berry.png,Berry Fisher Cat,common,fisher cat|woodland|berry|forest,A bold fisher cat presenting a cluster of wild berries from deep in the pines.,https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_fisher_cat_berry.png
woodland_felt_fisher_cat_berry_standing.png,Standing Berry Fisher Cat,common,fisher cat|woodland|berry|standing|forest,"A fisher cat standing with berries, king of the deep pine forest.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_fisher_cat_berry_standing.png
woodland_felt_flying_squirrel_lantern.png,Lantern Flying Squirrel,common,flying squirrel|woodland|lantern|night|glide,A flying squirrel gliding through the night with a tiny lantern lighting the way.,https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_flying_squirrel_lantern.png
woodland_felt_flying_squirrel_lantern_standing.png,Standing Lantern Flying Squirrel,common,flying squirrel|woodland|lantern|standing|night|glide,"A flying squirrel standing with a lantern, ready to glide off into the starry night.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_flying_squirrel_lantern_standing.png
woodland_felt_fox_bowtie.png,Bowtie Fox,common,fox|woodland|bowtie|formal,"A dapper fox in his finest woodland bowtie, ready for the autumn ball.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_fox_bowtie.png
woodland_felt_fox_bowtie_sitting.png,Sitting Bowtie Fox,common,fox|woodland|bowtie|sitting|formal,"A fox sitting very properly in its bowtie, waiting for the forest gala to begin.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_fox_bowtie_sitting.png
woodland_felt_fox_kit_berry.png,Berry Fox Kit,common,fox|fox kit|woodland|berry|baby,"A tiny fox kit discovering berries for the very first time, eyes wide with wonder.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_fox_kit_berry.png
woodland_felt_fox_kit_berry_standing.png,Standing Berry Fox Kit,common,fox|fox kit|woodland|berry|standing|baby,"A fox kit standing with a berry, tail wagging, absolutely thrilled with life.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_fox_kit_berry_standing.png
woodland_felt_garden_snail_shell.png,Shell Garden Snail,common,snail|garden snail|woodland|shell|slow|peaceful,A garden snail carrying its beautiful spiral home wherever the path may lead.,https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_garden_snail_shell.png
woodland_felt_great_horned_owl_book.png,Bookworm Owl,common,owl|great horned owl|woodland|book|wise,"A great horned owl deep in a tiny book, learning all the forest's secrets.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_great_horned_owl_book.png
woodland_felt_great_horned_owl_book_standing.png,Standing Bookworm Owl,common,owl|great horned owl|woodland|book|standing|wise,"A great horned owl standing with a tiny book, the wisest creature in the whole wood.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_great_horned_owl_book_standing.png
woodland_felt_grey_fox_acorn.png,Acorn Grey Fox,common,fox|grey fox|woodland|acorn|autumn,A silver-grey fox balancing an acorn on its nose just to show it can.,https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_grey_fox_acorn.png
woodland_felt_grey_fox_acorn_standing.png,Standing Acorn Grey Fox,common,fox|grey fox|woodland|acorn|standing|autumn,"A grey fox standing with an acorn, silver fur glowing in the autumn light.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_grey_fox_acorn_standing.png
woodland_felt_hedgehog_scarf.png,Scarf Hedgehog,common,hedgehog|woodland|scarf|cozy|winter,"A cozy hedgehog wrapped in a knitted scarf, ready for the first frost.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_hedgehog_scarf.png
woodland_felt_hedgehog_scarf_green.png,Green Scarf Hedgehog,common,hedgehog|woodland|scarf|green|cozy|winter,"A hedgehog bundled in a forest-green scarf, perfectly matching the pine trees.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_hedgehog_scarf_green.png
woodland_felt_lynx_kitten_bell.png,Bell Lynx Kitten,common,lynx|lynx kitten|woodland|bell|curious,A tufted lynx kitten batting at a tiny bell with irresistible curiosity.,https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_lynx_kitten_bell.png
woodland_felt_lynx_kitten_bell_standing.png,Standing Bell Lynx,common,lynx|lynx kitten|woodland|bell|standing|curious,"A lynx kitten standing with a tiny bell, ears perked at every forest sound.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_lynx_kitten_bell_standing.png
woodland_felt_mallard_duck_hat.png,Hat Mallard Duck,common,duck|mallard|woodland|hat|dapper,"A mallard duck in a dashing hat, taking a leisurely stroll along the riverbank.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_mallard_duck_hat.png
woodland_felt_mink_feather.png,Feather Mink,common,mink|woodland|feather|sleek,A sleek mink twirling a feather with effortless woodland elegance.,https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_mink_feather.png
woodland_felt_mink_feather_standing.png,Standing Feather Mink,common,mink|woodland|feather|standing|sleek,"A sleek mink standing with a feather, the most graceful creature on the riverbank.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_mink_feather_standing.png
woodland_felt_mole_shovel.png,Shovel Mole,common,mole|woodland|shovel|digger,"A hardworking mole with a tiny shovel, always ready to dig something wonderful.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_mole_shovel.png
woodland_felt_mole_shovel_standing.png,Standing Shovel Mole,common,mole|woodland|shovel|standing|digger,"A mole standing with its shovel, proud of every tunnel it has ever dug.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_mole_shovel_standing.png
woodland_felt_moose_calf_leaf_crown.png,Leaf Crown Moose,common,moose|moose calf|woodland|leaf crown|autumn,A gangly moose calf wearing a crown of autumn leaves with quiet dignity.,https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_moose_calf_leaf_crown.png
woodland_felt_moose_calf_leaf_crown_standing.png,Standing Leaf Crown Moose,common,moose|moose calf|woodland|leaf crown|standing|autumn,"A moose calf standing tall in its leaf crown, the most regal creature in the glen.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_moose_calf_leaf_crown_standing.png
woodland_felt_mountain_hare_scarf.png,Scarf Mountain Hare,common,hare|mountain hare|woodland|scarf|winter,"A mountain hare wrapped in a warm scarf, perfectly camouflaged for the snow.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_mountain_hare_scarf.png
woodland_felt_mountain_hare_scarf_standing.png,Standing Scarf Hare,common,hare|mountain hare|woodland|scarf|standing|winter,"A mountain hare standing in its scarf, ready to bound across the snowy hillside.",https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_mountain_hare_scarf_standing.png
woodland_felt_nuthatch_pinecone.png,Pinecone Nuthatch,common,nuthatch|woodland|bird|pinecone|autumn,A nimble nuthatch balancing upside-down with a pinecone just because it can.,https://vjfbzpliqialqmabfnxs.supabase.co/storage/v1/object/public/gamification-assets/woodland-felt/common/woodland_felt_nuthatch_pinecone.png
